concessionaria;n_ai_ni;data_da_infracao;trecho;dispositivo_infringido;decisao;valor_da_penalidade;pagamento;data;status
RMS;AI/036/URRS/2011;15/06/2011;Ourinhos a Maringa a Cianorte, Apucarana a Uvarana.;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão C/C Res. 2.748/2008;Multa;192200;0;;ARQUIVADO-CANCELADO
RMS;AI/037/URRS/2011;15/06/2011;Ourinhos a Maringa a Cianorte, Apucarana a Uvarana.;Inciso XXIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;AI/038/URRS/2011;15/06/2011;Ourinhos a Maringa a Cianorte, Apucarana a Uvarana.;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;192200;0;;EM TRÂMITE
RMS;AI/039/URRS/2011;15/06/2011;Ourinhos a Maringa a Cianorte, Apucarana a Uvarana.;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;192200;0;;SUSPENSO
RMS;NI/045/URRS/2011;05/07/2011;Santa Rosa a Santo Ângelo;Inciso X, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;201617,8;0;;SUSPENSO
RMS;NI/048/URRS/2011;05/07/2011;Santa Maria a Cruz Alta;Inciso XIV, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;201617,8;0;;EM TRÂMITE
RMS;NI/050/URRS/2011;05/07/2011;Cruz Alta a Belizário;Inciso XXIV, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;604853,4;0;;EM TRÂMITE
RMS;NI/051/URRS/2011;05/07/2011;Linha 02 da Estação de  Foguista Medeiros;Parágrafo III, Cláusula 4ª, Contrato de Arrendamento;Multa;514753,92;0;;SUSPENSO
RMS;NI/000/GEROF/2011;08/07/2011;Terminal de Vacaria;Inciso IX, Item 9.1, Clausula Nona do Contrato de Concessão;Multa;192200;0;;SUSPENSO
FCA;NI/004/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/006/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso III, Clausula Quata do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/008/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso III, Clausula Quata do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/011/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso V, Cláusula Quarta do Contrato de Arrnedamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/005/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso VII , Cláusula Quarta do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/007/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso VII , Cláusula Quarta do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/010/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso VII , Cláusula Quarta do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/009/URMG/2013;03/08/2011;Ribeirão Preto a Vitória;Inciso X, Cláusula Quarta do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/012/GEFER/2011;30/08/2011;Barão de Camargos a Três Rios;Inciso I, Artigo 4º do RTF;Multa;57030,2;57030,2;06/02/2013;ARQUIVADO-QUITADO
RMS;NI/002/2012/GEROF;06/09/2011;N/A;Art. 17, § 1º, Decreto 1.832/1996 c/c Inciso IX, item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;192200;402588,04;11/10/2019;ARQUIVADO-QUITADO
RMP;NI/GEROF.003/2012;06/09/2011;N/A;§ 1º, do art. 17, do Decreto nº 1.832/1996 - RTF, Inciso IX, do Item 9.1, da Cláusula Nona, do Contrato de Cocnessão;Multa;149800;302590,01;20/01/2020;ARQUIVADO-QUITADO
RMS;NI/015/GEFER/2011;05/10/2011;Uvaranas a Eng. Bley;Art. 4º, Inciso I, RTF;Multa;50000;0;;ARQUIVADO-CANCELADO
RMS;NI/016/URRS/2011;06/10/2011;Curitiba a Paranaguá;Art. 4º, Inciso I, RTF;Multa;50000;0;;ARQUIVADO-CANCELADO
RMS;NI/054/URRS/2011;17/10/2011;General Luz a Uruguaiana;Inciso IX, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão c/c Res. nº 2.748/2008.;Multa;217700;0;;SUSPENSO
RMS;NI/055/URRS/2011;17/10/2011;General Luz a Uruguaiana;Inciso X, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/056/URRS/2011;17/10/2011;General Luz a Uruguaiana;Inciso XIV, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;217700;0;;SUSPENSO
RMS;NI/057/URRS/2011;17/10/2011;General Luz a Uruguaiana;Parágrafo III, Cláusula 4ª, Contrato de Arrendamento;Multa;488566,33;0;;SUSPENSO
FCA;NI/014/GEFER/2011;19/10/2011;Pátio de Praia Formosa;Inciso XIV do item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;287298,9;0;;EM TRÂMITE
FCA;NI/001/URMG/2013;24/10/2011;Campos a Barão de Carmargos a Barão de Angra;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;958857,03;0;;SUSPENSO
FCA;NI/002/URMG/2013;24/10/2011;Campos a Barão de Carmargos a Barão de Angra;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;958857,03;0;;SUSPENSO
FNS;NI/020/GEFER/2011;27/10/2011;Toda a malha;Inciso XIX, Item 11.2, Cláusula Décima Primeira, Contrato de Subconcessão.;Advertência;0;0;;ARQUIVADO-ADVERTIDO
VALE (EFC);NI/018/GEFER/2011;27/10/2011;Toda a malha;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão.;Advertência;0;0;;ARQUIVADO-ADVERTIDO
VALE (EFVM);NI/019/GEFER/2011;27/10/2011;Toda a malha;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Advertência;0;0;;ARQUIVADO-ADVERTIDO
FTL;NI/017/GEFER/2011;31/10/2011;Fortaleza;Artigo 1º da Rsolução ANTT 288/2003;Multa;1672646,96;0;;SUSPENSO
FCA;NI/001/URMG/2011;08/11/2011;Brasilia a Uberaba;Inciso I, Artigo 4º do RTF;Multa;51420;51420;06/02/2013;ARQUIVADO-QUITADO
FCA;NI/021/GEFER/2011;10/11/2011;Toda Malha FCA;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMP;NI/002/URSP/2011;16/11/2011;Campinas - Boa Vista Velha - Hortolândia - Sumaré;Inciso I, Art. 4º, RTF;Multa;50000;0;;SUSPENSO
RMO;NI/011/URSP/2011;18/11/2011;Mairinque a Bauru;Inciso IX do item 9.1, Claúsula 9ª do Contrato de Concessão;Multa;0;0;;SUSPENSO
RMS;NI/022/GEFER/2011;21/11/2011;Pinhais a Mafra a São Francisco do Sul;Art. 4º, Inciso I, RTF;Multa;50000;0;;SUSPENSO
RMS;NI/023/GEFER/2011;21/11/2011;Pinhais a Mafra a São Francisco do Sul;Art. 12, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/024/GEFER/2011;21/11/2011;Pinhais a Mafra a São Francisco do Sul;Art. 13, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/007/URRS/2012;29/11/2011;Iperó a Uvaranas e Itaboa a Apiaí;Inciso X, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;1306200;0;;SUSPENSO
RMP;NI/002/GEAFA/2012;08/12/2011;Toda a malha;Contrato de Arrendamento, Cláusula 4ª, inciso VII;Advertência;0;0;;SUSPENSO
MRS;NI/034/GEFER/2011;16/12/2011;Toda a malha;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão.;Cancelamento;0;41240;;ARQUIVADO-CANCELADO
RMO;NI/027/GEFER/2011;16/12/2011;Mairinque a Conchas;Inciso I, Art. 4º do RTF;Multa;0;0;28/08/2058;ARQUIVADO-QUITADO
RMO;NI/028/GEFER/2011;16/12/2011;Mairinque a Conchas;Art. 12 do RTF;Multa;0;0;;ARQUIVADO-CANCELADO
RMO;NI/029/GEFER/2011;16/12/2011;Mairinque a Conchas;Art. 13 do RTF;Multa;0;0;28/08/2058;ARQUIVADO-QUITADO
RMP;NI/031/GEFER/2011;16/12/2011;Toda a malha;Inciso IX, item 9.1, Cláusula Nona, Contrato de Concessão.;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/30/2011/GEFER/SUCAR;16/12/2011;Toda Malha;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso IX c/c Resolução ANTT nº 3.743/2011;Multa;217700;0;;EM TRÂMITE
RMS;NI/025/GEFER/2011;16/12/2011;Rio Grande a Cacequi;Artigo 4º, Inciso I RTF;Multa;52450;0;;SUSPENSO
RMS;NI/026/GEFER/2011;16/12/2011;Rio Grande a Cacequi;Artigo 12º do RTF;Multa;52450;0;;SUSPENSO
FERROESTE;NI/036/GEFER/2011;19/12/2011;Malha Sul;§ 1º, Artigo 6º, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FCA;NI/033/GEFER/2011;19/12/2011;Toda Malha FCA;Inciso IX, Clausula Nona, item 9.1 do Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMN;NI/032/GEFER/2011;19/12/2011;Toda Malha;Inciso I, Artigo 6º do RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;NI/035/GEFER/2011;19/12/2011;Malha Oeste;Inciso IX do Item 9.1 da Clausula Nona do Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;NI/059/2012/GEAFA/SUCAR;29/12/2011;Ramal de Samaritá a Cajati;Inciso I, Art. 4º, RTF;Multa;50000;95694;20/01/2020;ARQUIVADO-QUITADO
RMP;NI/060/2012/GEAFA/SUCAR;29/12/2011;Ramal de Samaritá a Cajati;Inciso I, Art. 4º, RTF;Multa;50000;95694;20/01/2020;ARQUIVADO-QUITADO
RMP;NI/061/2012/GEAFA/SUCAR;29/12/2011;Ramal de Samaritá a Cajati;Inciso X, item 9.1, Cláusula Nona do Contrato de Concessão;Multa;134200;256842,7;20/01/2020;ARQUIVADO-QUITADO
RMP;NI/062/2012/GEAFA/SUCAR;29/12/2011;Ramal de Samaritá a Cajati;Inciso XIV, Item 9.1, Cláusula Nona do Contrato de Concessão.;Multa;134200;256842,7;20/01/2020;ARQUIVADO-QUITADO
FCA;NI/001/GEFER/2012;04/01/2012;Campos a Recreio;Inciso III, Clausula Quata do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/002/GEFER/2012;04/01/2012;Campos a Recreio;Inciso X, Clausula Quarta do Contrato de Arrendamento;Multa;1040545,47;0;;SUSPENSO
FCA;NI/003/GEFER/2012;13/01/2012;Barra Mansa a Angra dos Reis;Inciso IX do item 9.1 Contrato de Concessão;Multa;230053,08;0;;SUSPENSO
FCA;NI/004/GEFER/2012;30/01/2012;Garças de Minas a Barra Mansa;Inciso I, Artigo 4 do RTF;Multa;50000;71567,5;04/04/2014;ARQUIVADO-QUITADO
RMO;NI/001/GEAFA/2012;31/01/2012;Oficinas de Araraquara, Mairinque, Sorocaba, Botucatu e Bauru;Clausula Nona, item 9.1, inciso I do Contrato de Concessão;Advertência;0;0;;ARQUIVADO-ADVERTIDO
FTL;NI/005/GEFER/2012;10/02/2012;Patos a Souza;Inciso III, da Cláusula Quarta do Contrato de Arrendamento.;Multa;51407,67;0;;SUSPENSO
RMS;NI/029/GECOF/2013;01/03/2012;Avaré a Cerqueira César;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;217700;0;;SUSPENSO
MRS;NI/003/URSP/2012;12/03/2012;Santos - Piaçaguera - Conceiçãocinha - Divisa Perequê - Areais - Ramal das Fábricas;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso IX;Multa;287800;41191;30/10/2012;ARQUIVADO-CANCELADO
MRS;NI/002/URSP/2012;12/03/2012;Santos - Piaçaguera - Conceiçãocinha - Divisa Perequê - Areais - Ramal das Fábricas;RTF, artigo 4º, inciso I;Multa;50000;43531;28/03/2019;SUSPENSO
MRS;NI/008/URSP/2012;12/03/2012;Santos a Jundiaí;Inciso I, Artigo 4º, RTF;Multa;50000;41411;07/06/2013;ARQUIVADO-QUITADO
MRS;NI/009/URSP/2012;12/03/2012;Santos a Jundiaí;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão.;Multa;287800;41411;07/06/2013;ARQUIVADO-QUITADO
RMO;NI/012/URSP/2012;13/03/2012;Mairinque a Bauru;RTF, artigo 4º, inciso I;Multa;0;0;;SUSPENSO
RMO;NI/013/URSP/2012;13/03/2012;Mairinque a Bauru;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso IX;Multa;0;0;;SUSPENSO
RMO;NI/014/URSP/2012;13/03/2012;Mairinque a Bauru;RTF, artigo 54, inciso IV;Multa;0;0;;SUSPENSO
FCA;NI/004/URSP/2012;19/03/2012;Boa Vista Nova a Ibiá;Artigo 12, RTF;Multa;50000;0;;SUSPENSO
FCA;NI/007/URSP/2012;19/03/2012;Boa Vista Nova a Ibiá;Artigo 13, RTF;Multa;50000;0;;SUSPENSO
FCA;NI/006/URSP/2012;19/03/2012;Boa Vista Nova a Ibiá;Inciso I, Artigo 4°, RTF;Multa;50000;0;;SUSPENSO
FCA;NI/005/URSP/2012;19/03/2012;Boa Vista Nova a Ibiá;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;671100;0;;SUSPENSO
FCA;NI/063/GEAFA/2012;17/04/2012;Toda Malha FCA;Inciso IX do item 9.1 Contrato de Concessão;Multa;223700;0;;SUSPENSO
FCA;NI/001/URMG/2012;20/04/2012;Barra Mansa a Engenheiro Bhering;Artigo 14 do RTF;Multa;50000;0;;SUSPENSO
FCA;NI/001/URRJ/2012;27/04/2012;Garças de Minas a Barra Mansa;Inciso I, Artigo 4 do RTF;Multa;51350;61946,1;18/06/2013;ARQUIVADO-QUITADO
FCA;NI/015/URSP/2012;11/05/2012;Boa Vista Nova a Paulínia;Inciso I, Artigo 4 do RTF;Multa;50000;59506;17/06/2013;ARQUIVADO-QUITADO
RMS;NI/008/URRS/2012;17/05/2012;Jaboticaba a Carlos Barbosa;Inciso XIV do Parágrafo 9.1 da Cláusula Nona do Contrato de Concessão.;Multa;404700;0;;SUSPENSO
RMS;NI/009/URRS/2012;17/05/2012;Jaboticaba a Carlos Barbosa;Inciso XXIV do Parágrafo 9.1 da Cláusula Nona do Contrato de Concessão.;Multa;809400;0;;SUSPENSO
RMS;NI/010/URRS/2012;17/05/2012;Jaboticaba a Carlos Barbosa;Parágrafo III da Cláusula Quarta do Contrato de Arrendamento.;Multa;134900;0;;SUSPENSO
RMS;NI/013/URRS/2012;17/05/2012;Jaboticaba a Carlos Barbosa;Inciso X do Parágrafo 9.1 da Cláusula Nona do Contrato de Concessão.;Multa;510731,12;0;;SUSPENSO
RMS;NI/014/URRS/2012;17/05/2012;Jaboticaba a Carlos Barbosa;Parágrafo X da Cláusula Quarta do Contrato de Arrendamento.;Multa;510731,12;0;;SUSPENSO
RMP;NI/016/GEFER/2012;29/05/2012;Perequê a Taquaritinga;Inciso I, Art. 4º, RTF;Multa;50000;0;;SUSPENSO
RMP;NI/017/GEFER/2012;29/05/2012;Perequê a Taquaritinga;Inciso XIX, item 9.1, Cláusula Nona, do Contrato de Concessão.;Multa;449400;0;;SUSPENSO
RMP;NI/018/GEFER/2012;29/05/2012;Perequê a Taquaritinga;Art. 13, RTF;Multa;50000;0;;SUSPENSO
RMS;NI/023/URRS/2013;30/05/2012;Apucarana a Uvaranas;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;217700;0;;EM TRÂMITE
RMS;NI/017/URSP/2012;08/06/2012;Maringá a Cianorte;Inciso X, do item 9.1 da cláusula Nona do Contrato de Concessão.;Multa;809400;0;;SUSPENSO
FCA;NI/002/URMG/2012;18/06/2012;Toda Malha FCA;Art 8º, § único Resolução nº 2502/2007 em consonância com inciso IX contrato de concessão;Advertência;0;0;;ARQUIVADO-ADVERTIDO
FCA;NI/011/GEFER/2012;22/06/2012;Toda Malha FCA;Inciso IV, Artigo 54 do RTF;Multa;50000;0;;SUSPENSO
FCA;NI/010/GEFER/2012;22/06/2012;Toda Malha FCA;Inciso IX, Clausula Nona do Contrato de Concessão;Multa;223700;0;;SUSPENSO
RMS;NI/037/URRS/2012;27/06/2012;Marques dos Reis;Inciso XII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;ARQUIVADO-CANCELADO
RMS;NI/038/URRS/2012;27/06/2012;Ourinhos;Inciso XII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;ARQUIVADO-CANCELADO
RMS;NI/039/URRS/2012;27/06/2012;Mafra;Inciso XII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;ARQUIVADO-CANCELADO
RMS;NI/003/URRS/2012;27/06/2012;Apucarana a Maringá;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/004/URRS/2012;27/06/2012;Jaguariaíva a Marques dos Reis;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/005/URRS/2012;27/06/2012;Uvaranas a Apucarana, incluindo Apucarana, Ponta Grossa, Uvaranas;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/006/URRS/2012;27/06/2012;Iguaçu a Cará-cará;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/007/URRS/2012;27/06/2012;Iguaçu a Paranaguá;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/008/URRS/2012;27/06/2012;Curitiba a Rio Branco do Sul;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/009/URRS/2012;27/06/2012;Engenheiro Bley a Rio Negro;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/010/URRS/2012;27/06/2012;São Francisco a Rio Negro, incluindo Rio Negro, São Francisco do Sul;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/011/URRS/2012;27/06/2012;Trecho Ferroviário Jaguariaíva a Marques dos Reis;Inciso X, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/012/URRS/2012;27/06/2012;Iguaçu a Cará-cará;Inciso X, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/013/URRS/2012;27/06/2012;Iguaçu a Paranaguá;Inciso X, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/014/URRS/2012;27/06/2012;Curitiba Rio Branco do Sul;Inciso X, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/023/URRS/2012;27/06/2012;Ourinhos;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/024/URRS/2012;27/06/2012;Jaguariaíva a Marques dos Reis;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/025/URRS/2012;27/06/2012;Uvaranas a Apucarana, incluindo Apucarana, Ponta Grossa, Uvaranas;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/026/URRS/2012;27/06/2012;Iguaçu a Cará-cará;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/027/URRS/2012;27/06/2012;Iguaçu a Paranaguá;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/028/URRS/2012;27/06/2012;Curitiba a Rio Branco do Sul;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/029/URRS/2012;27/06/2012;Engenheiro Bley a Rio Negro;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/030/URRS/2012;27/06/2012;São Francisco a Rio Negro, incluindo Rio Negro, São Francisco do Sul;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/031/URRS/2012;27/06/2012;Curitiba;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/032/URRS/2012;27/06/2012;Uvaranas;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/033/URRS/2012;27/06/2012;Mafra;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/034/URRS/2012;27/06/2012;Paranaguá;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/035/URRS/2012;27/06/2012;Araucária;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/036/URRS/2012;27/06/2012;Rio Negro;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/040/URRS/2012;27/06/2012;Ourinhos;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/041/URRS/2012;27/06/2012;Apucarana a Maringá;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/042/URRS/2012;27/06/2012;Jaguariaíva a Marques dos Reis;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/043/URRS/2012;27/06/2012;Uvaranas a Apucarana, incluindo Apucarana, Ponta Grossa, Uvaranas;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/044/URRS/2012;27/06/2012;Iguaçu a Cará-cará;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/045/URRS/2012;27/06/2012;Iguaçu a Paranaguá;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/046/URRS/2012;27/06/2012;Curitiba a Rio Branco do Sul;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/047/URRS/2012;27/06/2012;Engenheiro Bley a Rio Negro;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/048/URRS/2012;27/06/2012;São Francisco a Rio Negro, incluindo Rio Negro, São Francisco do Sul;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Multa;511420,65;0;;SUSPENSO
RMS;NI/049/URRS/2012;27/06/2012;Curitiba;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/050/URRS/2012;27/06/2012;Cará- Cará;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/051/URRS/2012;27/06/2012;Marques dos Reis;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/052/URRS/2012;27/06/2012;Mafra;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/053/URRS/2012;27/06/2012;Ponta Grossa;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/054/URRS/2012;27/06/2012;Ourinhos;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/055/URRS/2012;27/06/2012;Uvaranas a Apucarana, incluindo Apucarana, Ponta Grossa, Uvaranas;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/056/URRS/2012;27/06/2012;Iguaçu a Paranaguá;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/057/URRS/2012;27/06/2012;Engenheiro Bley a Rio Negro;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/058/URRS/2012;27/06/2012;São Francisco a Rio Negro, incluindo Rio Negro, São Francisco do Sul;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;134900;0;;SUSPENSO
RMS;NI/015/URRS/2012;27/06/2012;Apucarana a Maringá;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/016/URRS/2012;27/06/2012;Jaguariaíva a Marques dos Reis;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/017/URRS/2012;27/06/2012;Uvaranas a Apucarana, incluindo Apucarana, Ponta Grossa, Uvaranas;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/018/URRS/2012;27/06/2012;Iguaçu a Cará-cará;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/019/URRS/2012;27/06/2012;Iguaçu a Paranaguá;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/020/URRS/2012;27/06/2012;Curitiba a Rio Branco do Sul;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/021/URRS/2012;27/06/2012;Engenheiro Bley a Rio Negro;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/022/URRS/2012;27/06/2012;São Francisco a Rio Negro, incluindo Rio Negro, São Francisco do Sul;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;404700;0;;EM TRÂMITE
RMS;NI/010/GECOF/2013;04/07/2012;Porto de Pelotas a Porto do Rio Grande;Inciso XIV do item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;134900;0;;ARQUIVADO-CANCELADO
RMS;NI/011/GECOF/2013;04/07/2012;Porto de Pelotas a Porto do Rio Grande;Inciso III da Clausula Quarta do Contrato de Arrendamento;Multa;511420,65;0;;EM TRÂMITE
RMS;NI/012/GECOF/2013;04/07/2012;Porto de Pelotas a Porto do Rio Grande;Inciso X do Parágrafo 9.1 da Cláusula Nona do Contrato de Concessão.;Multa;134900;0;;ARQUIVADO-CANCELADO
RMS;NI/013/GECOF/2013;04/07/2012;Porto de Pelotas a Porto do Rio Grande;Inciso X, Cláusula Quarta do Contrato de Arrendamento;Multa;511420,65;0;;EM TRÂMITE
